Index,log_hotel_kern,log_parking_ke,log_food_kerne,log_office_ker,log_retail_ker,DNI_HK,HKG_wind_s,tsd_mask,log_area,No_of_Stor,Year_Built,retro_before,retro_after,log_mtr_dist,is_commercial,kWh_m2_ann
195,0,1.980107514,2.865952786,2.58056235,2.843957452,2.3,2.90924,2.05427,2.342422681,24,1994,0,0,2.124520285,1,24.92
196,1.940148267,2.244539357,3.270518143,1.862312095,3.443277086,2.322,2.4038999,2.05427,2.481442629,29,1984,0,0,2.573148976,1,69.76
197,0,2.252328641,2.436529952,2.799412239,2.852077247,2.253,2.79213,2.08095,2.041392685,23,1984,0,1,3.16987383,1,34.68
198,2.155700313,1.919812647,2.762843527,2.755338893,3.066120827,2.312,2.90924,2.08095,1.919078092,13,1975,0,0,1.799139859,1,24.81
199,2.924428679,0.99674275,3.485001254,3.119668207,3.267105986,2.312,2.90924,2.05427,2.602059991,19,1964,0,0,2.37926656,1,23.56
200,1.768302064,1.801477112,0,3.217207474,3.044065242,2.313,2.9251499,2.05427,2.225309282,23,1993,0,0,2.595765655,0,28.58
201,2.437680807,0.437085933,3.04313428,3.289504225,2.872600833,2.312,2.90924,2.05427,2.684845362,23,1988,0,1,2.196184717,0,134.06
202,2.349378564,1.914115106,2.905611871,2.673678756,2.908033343,2.313,2.90924,2.05427,1.806179974,23,1992,0,0,2.523685584,1,26.83
203,0,0,2.526831473,2.795209652,2.880963297,2.3,2.9251499,2.05427,1.977723605,14,1978,0,0,2.430680701,1,37.64
204,0,2.251053889,2.526166039,2.427302679,2.330752568,2.286,2.6261301,2.05427,3.033021445,31,1999,0,1,2.115292095,0,158.01
205,1.945680246,1.468782892,1.89176152,2.769529446,2.663999446,2.2780001,2.6261301,2.05427,2.829303773,19,2002,0,1,1.97309108,0,114.68
206,0,1.447593644,2.467636238,3.552181339,2.238638128,2.286,2.29672,2.02759,3.248218561,32,2007,0,1,2.569620591,0,166.56
207,0,1.857529691,2.618014594,2.182642865,3.025789078,2.29,2.29672,2.02759,2.187520721,12,1973,0,0,2.596344018,0,21.35
208,2.21335836,2.361363266,2.830597635,3.178153601,3.101399909,2.3,2.90924,2.05427,2.184691431,24,1996,0,0,2.428076266,0,32.25
209,0,0,3.37835247,3.446540277,4.01988859,2.322,2.9174199,2.05427,2.44870632,22,1982,0,1,2.52728351,0,124.19
210,0,2.317593278,2.446945495,1.288260403,0.222894833,2.286,2.4904301,1.9742399,3.542576476,23,2010,1,0,2.886460358,0,16.34
211,2.114774374,2.330196583,2.785173892,3.213568207,3.159669429,2.313,2.90924,2.05427,2.437750563,27,1993,0,0,2.454074483,1,91.71
212,2.39973254,1.917836748,2.987983391,2.789443206,3.056542807,2.313,2.90924,2.05427,2.276461804,25,1996,0,0,2.514497955,0,57.61
213,2.321762025,0,2.254013651,2.633865205,2.942019474,2.313,2.5742199,2.05427,2.096910013,22,1984,0,0,2.610430054,0,18.81
214,0,0,3.438823881,3.515656656,4.105561275,2.322,2.9174199,2.05427,2.712649702,22,1979,0,0,2.564906317,0,174.72
215,1.423203267,1.843109999,3.665616623,2.916834394,3.447154926,2.322,2.90924,2.05427,1.986771734,11,1978,0,0,2.485756328,1,30.73
216,1.958741116,0,2.540914798,2.676087008,3.136048001,2.3,2.9251499,2.05427,2.064457989,22,1988,0,0,2.295549342,1,35.29
217,2.218312268,2.395843403,2.829478725,3.132864595,3.070927733,2.3,2.90924,2.05427,2.371067862,13,1973,0,0,2.417448704,1,28.07
218,0,0.469086759,2.274596548,2.397208031,2.514642058,2.2980001,3.6754999,2.05427,2.482873584,3,1995,0,0,3.140926516,1,209.75
219,2.09692043,0,2.971131536,3.184097783,2.733673057,2.312,2.90924,2.05427,2.257678575,19,1977,0,0,2.244830629,1,22.51
220,3.004892898,1.269351796,3.449635738,3.084722817,3.30043243,2.322,2.90924,2.05427,2.445604203,24,1997,0,0,2.416233897,1,23.93
221,0,0,2.584258841,2.874694001,2.884059208,2.3,2.9251499,2.05427,2.161368002,22,1992,0,0,2.479937716,0,27.18
222,0,0,2.584258841,2.874694001,2.884059208,2.3,2.9251499,2.05427,1.919078092,16,1975,0,0,2.489380037,0,75.44
223,0,2.339328198,3.235649624,3.410667608,3.50460405,2.296,3.22277,2.00091,2.971275849,25,1995,0,1,2.553810946,1,78
224,1.971529583,0,2.705598611,2.270233848,2.531835137,2.3039999,2.9721701,2.08095,1.913813852,23,1992,0,0,2.297128478,1,46.1
225,0,0,1.899254025,2.852241438,2.84625543,2.2850001,3.40484,2.08095,2.064457989,23,1989,0,0,3.027697735,1,13.41
226,0,1.950435931,2.97674419,2.904114806,2.531881095,2.2850001,2.9444699,2.02759,2.068185862,15,1983,0,0,3.005148934,1,127.47
227,0,2.774110212,3.107779626,3.517564039,3.165579641,2.296,2.6514399,2.00091,2.997386384,28,2001,0,1,2.326779332,1,22.94
228,2.256938928,0,2.7435866,2.871199786,2.718436911,2.3039999,2.9721701,2.08095,2.10720997,23,1983,0,0,1.709191178,1,38.61
229,2.643225589,1.817495293,2.88122541,2.507347079,3.067821949,2.312,2.9721701,2.08095,2.372912003,21,1982,0,0,1.534524548,1,35.89
230,0,1.584238473,3.342142288,3.548265315,3.729466116,2.2880001,2.9444699,2.02759,3.424228071,11,1982,0,1,3.007095374,1,117.43
231,1.967037112,0,2.271960022,0,2.517959545,2.3039999,2.9721701,2.08095,1.944482672,26,1995,0,0,2.346477033,1,81.79
232,0,2.210914817,3.605212346,3.382348509,3.981929111,2.3010001,2.6514399,1.9742399,3.236033147,15,1986,0,1,1.986400308,1,79.82
233,0,2.645265027,3.320706964,3.019560725,3.190317675,2.29,2.6514399,2.00091,2.702430536,24,2002,0,1,2.384685891,0,142.92
234,0,2.675687626,3.759011002,3.607645859,3.713050988,2.3010001,2.6514399,1.9742399,3.138618434,36,2010,1,0,2.176788615,0,54.29
235,0,2.60004455,2.752877028,2.614342397,2.679027025,2.2780001,3.3236101,2.05427,3.331832044,21,2011,0,0,2.518150343,0,40.83
236,0,1.983204403,3.836656357,2.917049455,4.149249913,2.3010001,2.6514399,2.00091,3.396024897,28,2004,1,0,2.14148669,0,177.52
237,1.865441576,0,2.509987059,0,2.361068343,2.303,3.15206,2.10763,2.5132176,24,1997,0,0,2.559852621,1,117.42
238,2.233942402,0,2.863146715,3.051507551,2.750437436,2.3039999,2.9721701,2.08095,2.484299839,21,1978,0,0,1.820263923,0,49.71
239,0,1.920600664,0,0,0,2.319,2.1338899,2.05427,3.387389826,13,1990,0,1,2.815573015,1,106.85
240,2.19230533,0,2.6830191,3.357128372,2.888447398,2.3039999,2.9721701,2.08095,2.372912003,24,1974,0,0,2.135416978,1,34.96
241,0,1.96968192,2.410665889,3.356815265,3.007705125,2.2880001,3.6754999,2.02759,3.326540669,22,1993,0,1,3.095329643,0,99.17
242,0,2.582516733,3.252049192,3.067554395,3.312919596,2.3010001,2.6409299,1.9742399,2.981365509,27,1996,0,1,2.261948493,0,33.5
243,2.45541899,0,2.264553391,3.098591807,2.682237153,2.3039999,2.9721701,2.08095,1.857332496,16,1982,0,0,2.258394922,1,32.87
244,0,2.640113577,2.624888254,2.682326511,2.631427542,2.2780001,3.3236101,2.05427,2.973127854,21,1991,1,0,2.536341337,0,85.56
245,0,2.206496675,2.565592828,2.411014961,2.005433646,2.289,1.97177,2.00091,2.835056102,22,1997,0,1,2.662008433,0,83.69
246,0,1.977392034,2.244197932,3.109747238,0,2.3039999,2.4395001,2.10763,2.67669361,21,1977,0,0,2.375467991,1,13.34
247,0,2.112420649,3.395658305,2.668820935,2.727599827,2.2880001,3.6754999,2.02759,2.541579244,17,1991,0,0,3.086734522,1,68.92
248,1.983398466,0,2.808726013,3.330602454,2.883053561,2.3039999,2.9721701,2.08095,2.247973266,23,1974,0,0,2.0908521,1,17.31
249,2.256938928,0,2.7435866,2.871199786,2.718436911,2.3039999,2.9721701,2.08095,2.10720997,23,1983,0,0,1.709191178,1,21.6
250,0,0,2.513932382,0,2.733325667,2.3039999,2.9721701,2.08095,1.880813592,26,1996,0,0,2.363476631,1,28.47
251,2.514644692,0,2.553018423,3.128085723,2.750894673,2.2980001,2.4418299,2.13431,2.418301291,13,1983,0,0,2.200441212,0,109.82
252,0,1.195415293,2.618908505,3.21622133,2.808008968,2.3080001,2.47702,2.10763,2.305351369,19,1990,0,0,2.546353273,1,111.5
253,0,1.694080226,2.564792659,3.207060492,2.775444396,2.3,2.47702,2.10763,2.582063363,21,1995,0,0,2.508502316,1,76.11
254,1.309828107,1.371741898,2.965744831,1.909556584,3.283240147,2.2980001,2.8306999,2.13431,2.23299611,18,1971,0,0,2.317787906,0,31.33
255,2.683765466,2.18535512,3.035489784,2.864877574,2.913355488,2.2980001,2.4418299,2.13431,1.991226076,16,1983,0,0,2.327870596,1,41.34
256,0.097847424,0.008224131,2.959134449,1.978485925,3.004102017,2.2980001,2.8306999,2.13431,2.053078443,22,1996,0,0,2.293301558,1,169.31
257,2.493812031,0,2.49007513,3.114063597,2.785235137,2.2980001,2.4418299,2.13431,2.670245853,13,1975,0,0,2.173224909,0,46.97
258,0,2.593744495,2.920422831,2.836957354,2.690890393,2.2909999,3.0785999,1.9742399,2.974050903,35,2007,0,0,2.669154987,0,30.76
259,1.898380132,1.923715365,2.61062079,3.272507632,3.182414652,2.3,2.47702,2.13431,1.886490725,16,1991,0,0,2.506140494,1,30.37
260,0,2.23775983,3.091473487,2.446712671,2.614536549,2.2980001,2.8306999,2.13431,2.045322979,17,1992,0,0,2.386849367,0,54.34
261,0,0,3.161424888,2.946941294,3.149757796,2.2739999,3.36869,2.00091,2.201397124,15,1991,0,0,2.807185357,0,35.4
262,0,0,2.534811428,1.948048465,2.58290952,2.3,2.8306999,2.13431,1.959041392,12,1976,0,0,2.4747856,0,17.64
263,0,0,2.550692989,0,2.734127451,2.3,2.8306999,2.10763,1.913813852,13,1976,0,0,2.534303825,0,18.8
264,0,1.964889648,2.511998265,2.888523197,2.682285002,2.3,2.47702,2.13431,2.184691431,18,1987,0,0,2.464946728,0,30.14
265,0,0,2.584904238,3.125282784,2.797680848,2.3080001,2.47702,2.10763,2.220108088,18,1994,0,0,2.569901362,1,25.61
266,0,2.627586017,2.563244882,2.636974059,2.123253671,2.293,3.0785999,1.9742399,2.696356389,29,2013,0,0,2.675305809,1,62.22
267,0,2.574762569,2.521995369,2.488659271,1.958764981,2.293,3.0785999,1.9742399,2.977723605,24,2012,1,0,2.645998034,1,40.03
268,0,1.830655401,0,2.900811589,2.886297214,2.3080001,2.47702,2.10763,2.11058971,18,1981,0,0,2.630484902,1,27.22
269,0,2.225236894,1.946455721,2.261298561,2.364571634,2.2839999,3.4739399,2.00091,3.287577809,13,1988,0,1,2.788845747,1,17.04
270,0,0.983486447,2.509166207,0.239537212,2.457062494,2.302,2.47702,2.13431,2.290034611,13,1971,0,0,2.280103796,0,24.83
271,0,2.383192191,2.604797165,2.339342123,2.529553544,2.286,2.9684899,1.9742399,3.332842267,20,1997,0,1,2.808083572,1,80.11
272,1.601869926,2.394434178,3.206793506,2.42015219,2.837818774,2.2909999,2.9684899,1.9742399,3.398113692,21,2010,1,0,2.748189753,0,156.74
273,2.640458569,1.539651856,2.83321534,1.886789001,2.555485015,2.303,2.4418299,2.13431,1.934498451,12,1987,0,0,2.474281954,1,29.8
274,0,0,3.172419016,2.974427862,3.065564763,2.2739999,2.68294,2.00091,2.198657087,16,1994,0,0,2.800401146,1,28.04
275,2.68876854,1.918015106,2.990189191,1.724328319,2.668616059,2.2980001,2.4418299,2.13431,3.071882007,15,1967,0,1,2.400514276,0,362.54
276,0,1.914902475,1.178032544,2.087941054,0,2.2839999,3.4739399,2.00091,3.15136985,25,2013,0,1,2.83257685,0,42.86
277,1.290746707,2.016352124,2.569451174,1.846989278,3.178326454,2.3,2.47702,2.13431,2.605305046,19,1994,0,0,2.373987378,1,95.78
278,0,0.053778899,3.239194324,2.695041038,3.250741931,2.3710001,2.4149301,1.84084,4.127946643,2,2003,0,1,2.395589152,1,88.13
279,2.840460541,1.842280288,2.84264481,1.539123815,2.819264194,2.2980001,2.4418299,2.13431,2.164352856,16,1992,0,0,2.131333267,1,61.51
280,1.20868853,0.820150866,2.728916758,3.104705574,3.056862949,2.3080001,2.47702,2.10763,1.857332496,19,1997,0,0,2.563009084,1,37.44
281,1.948161007,2.205929386,2.741675414,0.945855924,3.503347994,2.2980001,2.8306999,2.13431,3.114610984,18,1999,0,1,2.447114089,0,192.78
282,0,0,3.172681733,2.919924923,3.078793847,2.2739999,2.68294,2.00091,1.977723605,13,1992,0,0,2.789617693,0,23.6
283,0,0,2.712991285,2.56375393,2.787910821,2.2809999,2.68294,2.00091,2.292256071,15,1984,0,0,2.811255969,1,101.43
284,0,2.178479081,2.867166273,3.383930186,2.71986803,2.2920001,3.11588,2.16099,2.537819095,24,1995,0,0,2.255800481,1,164.64
285,1.891053286,2.431640333,2.809046322,2.818988214,2.816921053,2.277,2.4129,2.16099,2.974511693,16,1982,1,0,2.617560585,0,81.77
286,2.33622752,1.967223527,2.842904908,2.453507909,2.935926751,2.2920001,3.11588,2.16099,2.235528447,15,1983,0,0,2.365785405,0,125.81
287,0,0,2.899590723,1.425229255,2.401564234,2.283,3.5354199,2.16099,2.222716471,15,1976,0,0,2.44882769,0,20.03
288,2.360062991,0,2.755603514,2.159064642,3.129512643,2.2980001,3.11588,2.13431,3.049218023,15,1977,1,0,1.937823985,0,46.68
289,1.621601022,2.02094107,2.8943022,1.648326838,2.718318989,2.283,2.4129,2.16099,2.079181246,14,1994,0,0,2.587019188,0,82.04
290,0,0,3.25702545,2.187980137,2.742368455,2.283,3.5354199,2.16099,2.484299839,22,1993,0,0,2.408059115,0,82.93
291,2.629811098,0,2.896573612,3.212765403,3.316823424,2.2920001,3.11588,2.13431,2.482873584,16,1979,0,0,1.770317858,0,240.58
292,1.470450181,0,3.212970212,3.277288239,3.24045689,2.2920001,3.11588,2.16099,2.779596491,15,1990,0,1,2.213643531,1,335.78
293,0,1.80652319,2.815454233,3.379475927,2.726361225,2.2850001,3.11588,2.16099,2.170261715,20,1992,0,0,2.420259504,1,60.73
294,0,2.331591252,2.977413555,2.344362797,2.907645631,2.2850001,3.11588,2.16099,2.017033339,14,1982,0,0,2.278956341,1,41.04
295,2.531430383,0,2.972804796,3.299335107,3.306607281,2.2980001,3.11588,2.13431,2.596597096,16,1967,0,0,1.554314256,0,11.39
296,1.986928427,0,1.580917001,2.62180857,2.915395616,2.2920001,2.3709099,2.16099,2.475671188,12,1987,0,0,2.156458205,0,180.27
297,1.786969938,0,1.585217019,2.539283166,2.84537465,2.2920001,2.3709099,2.16099,2.598790507,14,1979,0,0,2.109859326,0,145.95
298,1.743367079,0,3.071384869,3.376239226,3.299090884,2.2920001,3.11588,2.16099,3.002166062,17,1983,0,0,2.141545242,1,166.84
299,0,2.232332729,3.117314393,0,2.685494522,2.283,3.5354199,2.16099,2.198657087,9,1994,0,0,2.453362096,0,29.31
300,1.248507829,0,2.951176696,1.733002141,2.585263292,2.283,3.5354199,2.16099,2.5289167,16,1981,0,0,2.48471934,1,138.66
301,1.958268026,0,3.006902266,3.358437403,3.361657944,2.2920001,3.11588,2.16099,2.710117365,14,1986,0,0,2.103764261,0,144.94
302,0,1.869418887,2.949165978,3.468334022,2.790517395,2.2850001,3.11588,2.16099,2.5289167,22,1994,0,0,2.420989417,1,116.39
303,2.246190708,2.240224642,2.904581932,1.979367149,2.958257528,2.2850001,3.11588,2.13431,2.152288344,14,1978,0,0,2.360707653,0,13.64
304,0,2.274691156,3.09657288,0,2.669208057,2.2869999,3.5354199,2.16099,2.488550717,15,1990,0,0,2.44922795,1,140.75
305,0,0,3.254847651,2.31344747,2.7509625,2.283,3.5354199,2.16099,2.460897843,20,1993,0,0,2.429940054,0,144.5
306,1.998483827,2.288662737,3.314166469,3.059764059,2.797036143,2.2920001,3.11588,2.16099,2.029383778,16,1986,0,0,2.206814762,1,40.28
307,0,0,3.232795415,2.016285204,2.735840711,2.2920001,3.5354199,2.16099,2.496929648,26,1997,0,0,2.392819889,0,43.29
308,1.975397797,0,1.462315612,2.579597274,2.865047702,2.2920001,2.3709099,2.16099,2.322219295,14,1982,0,0,2.248591102,0,120.66
309,2.649103037,0,3.00637617,3.319844887,3.375862903,2.2920001,3.11588,2.13431,2.84509804,11,2007,0,0,1.52730295,1,276.29
310,2.246190708,2.240224642,2.904581932,1.979367149,2.958257528,2.2850001,3.11588,2.13431,2.056904851,15,1976,0,0,2.366110979,1,13.79
311,0,0,3.230144824,2.126991336,2.818280677,2.2920001,3.5354199,2.16099,2.190331698,13,1992,0,0,2.371219029,1,27.81
312,0,0,3.263539014,2.392754981,2.861223651,2.283,3.5354199,2.16099,2.523746467,15,1974,0,0,2.388418118,1,27.54
313,2.871942846,0,2.716520844,0,2.920100355,2.2980001,3.11588,2.13431,1.897627091,11,1992,0,0,2.267657866,1,38.46
314,2.249098029,2.202820595,2.828289227,1.919410742,3.008395758,2.3,3.11588,2.13431,2.436162647,18,1998,0,0,2.351327221,0,104.71
315,2.189866332,2.246911981,2.919776077,1.958187224,2.983901292,2.2850001,3.11588,2.13431,2.457881897,22,1997,0,1,2.389797846,0,111.22
316,0,2.272493733,2.999012172,0,2.581612923,2.2869999,3.5354199,2.16099,2.653212514,15,1972,0,0,2.444475825,1,13.5
317,0,2.182137771,2.94461293,1.660999144,2.494599806,2.283,3.5354199,2.16099,2.214843848,16,1990,0,0,2.470505458,1,20.17
318,1.590684716,2.027129343,3.125347855,3.053016933,2.731637892,2.2920001,3.11588,2.16099,2.017033339,17,1979,0,0,2.190970463,1,49.33
319,1.980215239,2.409332815,2.84432368,2.899556251,2.810744511,2.277,2.4129,2.16099,2.36361198,17,1976,0,0,2.644767345,1,19.56
320,0,2.509057283,3.179408152,2.624455366,3.027875352,2.2850001,3.11588,2.13431,1.959041392,19,1995,0,0,2.258414605,0,57.83
321,0,2.393855875,3.054019017,3.031602331,3.043554814,2.2920001,3.11588,2.13431,2.029383778,16,1992,0,0,2.183348965,1,48.47
322,0,2.509057283,3.179408152,2.624455366,3.027875352,2.2850001,3.11588,2.13431,1.982271233,14,1984,0,0,2.252989912,0,48.21
323,2.408746905,2.001306562,2.925548766,0,2.845170626,2.2920001,2.3709099,2.13431,2.915927212,21,1995,0,0,1.797266443,0,292.78
324,0,0,3.236816789,2.425540728,2.853459098,2.283,3.5354199,2.16099,2.5132176,21,1991,0,1,2.414500753,1,102.32
325,2.671815013,2.209708008,2.946236045,2.097805484,3.033455907,2.2920001,3.11588,2.13431,2.45331834,20,1997,0,0,1.992756359,1,138.61
326,2.234038677,1.859974248,2.852853726,2.385268366,2.880526626,2.2850001,3.11588,2.16099,1.913813852,13,1981,0,0,2.400696475,1,35.26
327,0,2.201410795,2.94882262,3.230837063,2.950998307,2.2920001,3.11588,2.16099,2.187520721,16,1983,0,1,2.14781346,1,40.69
328,2.316628622,0,2.730182098,2.022036388,3.064371878,2.2980001,3.11588,2.13431,2.718501689,20,2003,0,0,2.021155241,1,246.9
329,1.71532382,0.896075155,2.914876558,1.843110616,2.696786984,2.283,2.4129,2.16099,2.484299839,17,1993,0,0,2.5053093,1,44.11
330,2.078076008,1.953446047,2.624677006,2.363149234,2.8095907,2.2850001,3.11588,2.16099,2.775974331,15,1975,0,0,2.407248257,0,87.63
331,1.869818781,1.945928259,3.105247819,1.79570697,2.852786096,2.283,2.4129,2.16099,2.447158031,14,1983,0,0,2.595657418,1,23.83
332,0,1.948918875,2.888240151,3.211918416,2.87726133,2.2690001,2.7699299,2.05427,3.152594078,15,2001,0,1,2.255924662,0,151.03
333,0,0,3.180868178,1.991494987,2.765796662,2.2920001,3.5354199,2.16099,2.315970345,13,1994,0,0,2.35519664,0,57.29
334,1.920191684,0,2.435473252,3.219057707,3.219972018,2.2920001,3.11588,2.16099,1.954242509,19,2013,0,0,1.985696985,0,39.9
335,1.815173832,0,3.173556287,3.375961554,3.352606945,2.2920001,3.11588,2.16099,2.434568904,14,1986,0,0,2.159166321,1,175.63
336,0,1.975543468,2.79606273,1.992326826,2.483491747,2.2850001,2.6243701,2.13431,2.06069784,17,1976,0,0,2.411233209,0,38.16
337,0,0,3.229046704,2.361106171,2.746341476,2.283,3.5354199,2.16099,2.176091259,14,1988,0,0,2.449066476,1,31.38
338,0,2.367096744,3.089406964,2.98988968,3.0527747,2.2920001,3.11588,2.13431,2.235528447,17,1993,0,0,2.112468317,0,24.36
339,2.190947682,2.391848645,3.380914572,2.952756626,2.778439244,2.2920001,3.11588,2.16099,2.450249108,23,1996,0,0,2.305290982,0,148.23
340,1.621601022,2.02094107,2.8943022,1.648326838,2.718318989,2.283,2.4129,2.16099,2.408239965,15,1982,0,0,2.573545999,1,46.09
341,0,0,2.433995307,2.733733986,2.502285058,2.2720001,2.4129,2.13431,2.100370545,18,1993,0,0,2.747476727,1,27.18
342,0,0,1.94065343,0,0,2.267,2.41381,2.10763,3.394801777,28,1994,0,0,2.579480545,1,76.79
343,2.301713477,2.333896466,2.899899249,0,2.4604558,2.2720001,2.4129,2.13431,2.281033367,18,1990,0,0,2.747798365,0,22.13
344,0,2.193411241,1.946860334,0,1.982646107,2.267,2.7320001,2.10763,3.303843775,16,1991,0,0,2.492367648,0,125.7
345,2.329051937,2.35002694,2.885934233,0,2.141506229,2.2720001,2.4129,2.13431,2.514547753,17,1990,0,0,2.726336424,1,132.72
346,2.633373512,1.611889975,3.509546603,3.035293638,2.995335024,2.276,2.9570301,2.13431,2.684845362,10,2009,0,0,2.441361023,0,76.3
347,1.877599366,2.192737437,3.292603799,1.796984837,3.353541189,2.2720001,2.4129,2.13431,2.924795996,16,1982,0,1,2.74490376,1,283.58
348,2.802857831,1.207192573,3.418882726,3.005266338,3.190284051,2.276,2.9570301,2.13431,2.334453751,16,1982,0,0,2.395872341,0,132.35
349,0,1.088770245,3.308835367,2.398788656,3.063959779,2.266,2.9570301,2.13431,2.471291711,18,1988,0,0,2.591293693,0,155.73
350,1.803266569,2.36806921,3.618253157,3.23067112,3.173963817,2.276,2.9570301,2.16099,2.700703717,19,1991,0,1,2.443773237,1,89.51
351,2.742882181,1.669747239,3.508938913,3.087745943,3.1190017,2.276,2.9570301,2.13431,2.378397901,17,1979,0,0,2.418705831,1,22.76
352,0,0,3.132371764,2.662642625,3.209699937,2.2750001,2.58323,2.13431,2.029383778,20,1993,0,0,2.552626273,1,53.33
353,2.07537541,2.065355593,2.810290329,2.709286088,3.096499827,2.276,3.16328,2.16099,2.789580712,16,1990,0,1,2.309890848,1,154.96
354,2.122028987,1.647129555,3.127441745,1.704601737,3.126176886,2.2820001,3.5354199,2.16099,2.440909082,15,1979,0,0,2.544641884,1,24.75
355,0.498821741,0.952187302,3.348113969,2.232503122,3.122124084,2.266,2.9570301,2.13431,2.711807229,16,1982,0,0,2.567183482,0,84.67
356,0,0,3.040297666,2.590637903,2.615832261,2.2750001,2.58323,2.13431,2.247973266,17,1992,0,0,2.611625464,0,28.39
357,1.544334738,1.730557817,3.166009517,2.633749157,3.421309356,2.289,2.58323,2.13431,2.84135947,19,1988,0,1,2.671866921,0,124.09
358,1.730967085,1.908188961,3.498396042,2.604396701,3.047434547,2.266,2.9570301,2.13431,2.640481437,19,1999,0,1,2.518931697,0,141.98
359,0,0.953352249,2.846143438,1.674701353,2.810986826,2.2720001,2.4129,2.13431,2.706717782,19,1991,0,1,2.704679683,0,120.71
360,0,1.891822819,2.102673764,3.518059674,3.463872111,2.2609999,2.35235,2.10763,3.5774918,16,1988,0,1,2.634745643,1,71.9
361,0,1.8650945,2.956803084,2.359433231,2.710282423,2.267,2.7116699,2.13431,3.418135498,14,1982,1,0,2.725590651,0,137.18
362,2.802857831,1.207192573,3.418882726,3.005266338,3.190284051,2.276,2.9570301,2.13431,2.311753861,16,1988,0,0,2.376587924,0,189.14
363,0,0.182092093,2.738313529,1.96767758,2.527669857,2.2720001,2.7116699,2.13431,3.095518042,16,1983,0,0,2.717144387,1,182.75
364,0,1.941998132,3.040574673,2.394568997,3.097815869,2.2720001,2.9570301,2.16099,2.340444115,20,1999,0,0,2.658448969,0,61.42
365,2.561674879,1.856511377,3.538657911,3.065605834,2.977596492,2.276,2.9570301,2.13431,2.558708571,19,1992,0,0,2.461122814,0,135.09
366,2.050159251,2.331411108,3.253890223,2.707388746,3.311134806,2.276,3.16328,2.16099,2.10720997,18,1992,0,0,2.127864713,0,173.89
367,2.21401418,2.240217172,2.961996919,2.899562264,3.232485321,2.276,3.16328,2.16099,2.44870632,16,1973,0,1,2.308259977,0,16.35
368,0,2.170156077,3.12468353,3.097666782,3.245495408,2.2820001,2.9570301,2.16099,2.049218023,16,1976,0,0,2.592132852,0,42.59
369,0,2.110185518,3.253803082,3.176290972,2.718984683,2.267,2.41381,2.13431,3.233757363,13,1982,0,0,2.634058372,0,306.66
370,0,2.298647897,3.062521805,3.005575139,3.67244608,2.266,2.7116699,2.13431,2.757396029,14,1981,1,0,2.725088957,0,86.37
371,1.908018847,2.160837534,2.807898834,2.565696744,3.180839548,2.277,3.16328,2.16099,2.586587305,13,1958,0,1,2.072621433,0,180.56
372,0,1.912307645,2.806649312,2.282307106,2.994274906,2.266,2.7116699,2.13431,2.972202838,12,1982,0,1,2.689084211,1,143.67
373,0.000301426,2.248252887,3.611327061,1.024478698,3.178999943,2.276,3.16328,2.16099,2.017033339,22,1996,0,0,2.416419221,0,68.89
374,0.071719669,1.166933104,3.388296643,2.380596502,3.145823929,2.266,2.9570301,2.13431,2.542825427,17,1989,0,0,2.581534811,0,218.89
375,2.491166907,1.897900215,3.192993742,2.024153054,3.136320956,2.2820001,3.5354199,2.16099,2.618048097,15,1977,0,0,2.573374513,0,23.46
376,2.221508117,1.424915928,3.260484006,2.057407442,3.044778786,2.2820001,3.5354199,2.16099,2.579783597,13,1990,0,0,2.599433538,1,24.41
377,0,0,2.717514072,1.140570873,2.708754784,2.2720001,2.9570301,2.13431,2.294466226,19,2000,0,0,2.699022314,0,233.97
378,2.437258933,1.980767592,3.324981683,2.416146034,3.027394456,2.2820001,3.5354199,2.16099,2.230448921,13,1992,0,0,2.622152022,0,34.84
379,2.883368405,0.622723693,3.443436687,2.97578644,3.22829253,2.276,2.9570301,2.13431,2.195899652,17,1981,0,0,2.341279966,0,22.72
380,1.019141649,1.952695601,3.361005917,2.560007129,3.703123631,2.2820001,3.5354199,2.16099,3.546789352,18,1993,1,0,2.533649626,1,201.82
381,2.102786908,1.899456635,3.200557785,0,2.756155927,2.2720001,2.4129,2.16099,2.103803721,17,1990,0,0,2.704157778,1,100.43
382,0,2.187359927,3.441058534,3.190090672,3.082099277,2.267,2.7116699,2.13431,3.603360924,13,1982,1,0,2.657457582,1,129.99
383,1.928788493,0.886863393,3.173436858,1.816904486,3.000997725,2.2820001,3.5354199,2.16099,2.505149978,12,1970,0,0,2.590334391,0,89.96
384,2.382999859,2.090293333,2.88616856,0,2.748893162,2.2720001,2.9570301,2.13431,2.611723308,17,1975,0,0,2.646688579,0,23.11
385,1.922781493,1.692644263,3.046518599,1.944425437,3.191830922,2.2720001,2.4129,2.13431,2.155336037,19,1995,0,0,2.755976133,0,100.83
386,1.754430894,2.270592661,3.162857018,3.190281246,3.81089353,2.266,2.7116699,2.13431,3.537567257,10,1981,0,1,2.705661011,0,102.48
387,0,0,3.194175662,2.861818059,3.254598817,2.266,2.9570301,2.16099,2.450249108,18,1981,0,0,2.594644821,1,107.06
388,0,2.150974297,3.200612502,2.836550064,3.211125888,2.276,3.16328,2.16099,2.113943352,16,1981,0,0,2.339442187,0,286.14
389,2.06996395,2.165205741,2.747068264,0,2.604933095,2.2720001,2.4129,2.13431,1.954242509,17,1987,0,0,2.775015663,0,53.4
